294,0,1794,0,3
141,0,1641,0,7
-120,0,1380,0,6
-133,0,1367,1,1
-276,0,1224,0,1
-48,0,1452,0,6
-204,0,1296,0,0
-34,71,1466,0,4
84,0,1584,0,1
60,0,1560,1,3
-65,0,1435,1,0
41,0,1541,0,2
-13,113,1487,1,4
-393,0,1107,0,3
-211,59,1289,1,3
-133,27,1367,1,1
-595,0,905,0,0
-530,0,970,0,5
-706,0,794,0,1
-542,0,958,0,2
-92,0,1408,0,3
-544,0,956,0,0
